seccion_censal;provincia;censo;total_votantes;participacion;abstencion;votos_validos;ganador_siglas;ganador_pct;PP__votos;PP__pct;PSOE-A__votos;PSOE-A__pct;VOX__votos;VOX__pct;PorA__votos;PorA__pct;ADELANTE ANDALUCÍA__votos;ADELANTE ANDALUCÍA__pct;MUNDO+JUSTO__votos;MUNDO+JUSTO__pct;PACMA__votos;PACMA__pct;NA__votos;NA__pct;PCPA__votos;PCPA__pct;ESCAÑOS EN BLANCO__votos;ESCAÑOS EN BLANCO__pct;FE de las JONS__votos;FE de las JONS__pct;PARTIDO AUTÓNOMOS__votos;PARTIDO AUTÓNOMOS__pct;PCTE__votos;PCTE__pct;ANDALUCISTAS-PA__votos;ANDALUCISTAS-PA__pct;SALF__votos;SALF__pct;IZAR__votos;IZAR__pct;PODER ANDALUZ__votos;PODER ANDALUZ__pct;IPAL__votos;IPAL__pct;29__votos;29__pct;CONECTA__votos;CONECTA__pct;SOCIEDAD UNIDA__votos;SOCIEDAD UNIDA__pct;100x100__votos;100x100__pct;ANDALUSÍ__votos;ANDALUSÍ__pct;JUFUDI__votos;JUFUDI__pct;JM+__votos;JM+__pct;HE>__votos;HE>__pct;ALM__votos;ALM__pct
0407402001;Almería;1609;748;46.5;861;741;PP;31.2;231;31.2;195;26.3;134;18.1;53;7.2;0;0.0;13;1.8;20;2.7;0;0.0;22;3.0;4;0.5;6;0.8;0;0.0;0;0.0;0;0.0;10;1.4;0;0.0;0;0.0;46;6.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407501001;Almería;1282;641;50.0;641;636;PP;47.3;301;47.3;141;22.2;13;2.0;24;3.8;0;0.0;59;9.3;9;1.4;31;4.9;4;0.6;0;0.0;40;6.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;6;0.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407501002;Almería;1435;792;55.2;643;781;PP;42.1;329;42.1;281;36.0;37;4.7;34;4.4;0;0.0;12;1.5;3;0.4;18;2.3;14;1.8;31;4.0;5;0.6;0;0.0;0;0.0;0;0.0;9;1.2;0;0.0;0;0.0;5;0.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407501003;Almería;961;501;52.1;460;496;PP;37.9;188;37.9;144;29.0;32;6.4;14;2.8;0;0.0;40;8.1;0;0.0;31;6.2;5;1.0;0;0.0;2;0.4;36;7.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407502001;Almería;1912;1055;55.2;857;1047;PP;39.7;416;39.7;331;31.6;120;11.5;42;4.0;7;0.7;5;0.5;24;2.3;4;0.4;5;0.5;6;0.6;32;3.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;44;4.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407502002;Almería;1280;658;51.4;622;652;PP;50.3;328;50.3;105;16.1;83;12.7;12;1.8;40;6.1;6;0.9;16;2.4;1;0.2;0;0.0;44;6.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;15;2.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407601001;Almería;1145;705;61.6;440;693;PSOE-A;37.4;248;35.8;259;37.4;57;8.2;28;4.0;34;4.9;17;2.4;0;0.0;16;2.3;0;0.0;3;0.4;14;2.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;11;1.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407701001;Almería;241;209;86.7;32;203;PP;67.5;137;67.5;27;13.3;18;8.9;0;0.0;0;0.0;10;4.9;0;0.0;9;4.4;0;0.0;1;0.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407801001;Almería;1207;649;53.8;558;643;PP;28.5;183;28.5;141;21.9;92;14.3;93;14.5;0;0.0;21;3.3;19;3.0;19;3.0;22;3.4;45;7.0;2;0.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407901001;Almería;1137;601;52.9;536;601;PP;33.9;204;33.9;127;21.1;120;20.0;53;8.8;0;0.0;0;0.0;9;1.5;12;2.0;22;3.7;15;2.5;10;1.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;28;4.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407901002;Almería;867;477;55.0;390;475;PP;43.2;205;43.2;124;26.1;75;15.8;0;0.0;0;0.0;0;0.0;7;1.5;15;3.2;1;0.2;14;3.0;19;4.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;10;2.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407901003;Almería;789;306;38.8;483;304;PP;40.8;124;40.8;73;24.0;33;10.9;26;8.6;0;0.0;25;8.2;0;0.0;0;0.0;12;4.0;0;0.0;9;3.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407901004;Almería;1163;607;52.2;556;598;PP;41.8;250;41.8;40;6.7;171;28.6;17;2.8;0;0.0;5;0.8;25;4.2;10;1.7;3;0.5;0;0.0;27;4.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;45;7.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407901006;Almería;671;261;38.9;410;259;PP;35.1;91;35.1;79;30.5;58;22.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;0.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;29;11.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407901007;Almería;1154;530;45.9;624;529;PP;36.9;195;36.9;120;22.7;79;14.9;39;7.4;0;0.0;7;1.3;15;2.8;10;1.9;0;0.0;12;2.3;33;6.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;16;3.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407901008;Almería;1008;546;54.2;462;544;PP;46.5;253;46.5;87;16.0;126;23.2;2;0.4;0;0.0;33;6.1;0;0.0;0;0.0;0;0.0;39;7.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407901009;Almería;806;452;56.1;354;450;PP;44.0;198;44.0;73;16.2;95;21.1;26;5.8;0;0.0;20;4.4;16;3.6;0;0.0;5;1.1;10;2.2;4;0.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407901010;Almería;1054;592;56.2;462;592;PP;40.9;242;40.9;58;9.8;154;26.0;0;0.0;0;0.0;35;5.9;0;0.0;16;2.7;2;0.3;39;6.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;25;4.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;17;2.9
0407901011;Almería;1170;752;64.3;418;747;PP;40.8;305;40.8;144;19.3;126;16.9;9;1.2;0;0.0;37;5.0;33;4.4;16;2.1;13;1.7;0;0.0;2;0.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;18;2.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;35;4.7
0407901012;Almería;1279;538;42.1;741;537;PP;39.7;213;39.7;106;19.7;135;25.1;4;0.7;0;0.0;0;0.0;8;1.5;16;3.0;2;0.4;26;4.8;14;2.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;9;1.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407901013;Almería;935;511;54.7;424;509;PP;42.0;214;42.0;72;14.2;88;17.3;28;5.5;0;0.0;23;4.5;0;0.0;10;2.0;0;0.0;23;4.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;23;4.5;0;0.0;24;4.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407901014;Almería;998;526;52.7;472;524;PP;46.6;244;46.6;92;17.6;55;10.5;51;9.7;0;0.0;8;1.5;25;4.8;13;2.5;9;1.7;0;0.0;20;3.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;7;1.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407901015;Almería;1157;525;45.4;632;522;PP;36.0;188;36.0;97;18.6;130;24.9;0;0.0;0;0.0;8;1.5;46;8.8;20;3.8;8;1.5;21;4.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407901016;Almería;1070;633;59.2;437;630;PP;36.7;231;36.7;90;14.3;148;23.5;29;4.6;14;2.2;12;1.9;25;4.0;3;0.5;4;0.6;0;0.0;38;6.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;29;4.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407901017;Almería;840;502;59.8;338;499;PP;49.3;246;49.3;53;10.6;84;16.8;22;4.4;0;0.0;23;4.6;18;3.6;20;4.0;0;0.0;29;5.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407901018;Almería;1144;561;49.0;583;551;PP;45.0;248;45.0;113;20.5;103;18.7;3;0.5;0;0.0;5;0.9;23;4.2;22;4.0;0;0.0;7;1.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;0.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;23;4.2
0407901019;Almería;1316;789;60.0;527;784;PP;47.1;369;47.1;148;18.9;53;6.8;82;10.5;0;0.0;23;2.9;0;0.0;2;0.3;7;0.9;18;2.3;27;3.4;0;0.0;0;0.0;0;0.0;0;0.0;43;5.5;0;0.0;8;1.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407901020;Almería;1346;736;54.7;610;733;PP;41.1;301;41.1;116;15.8;143;19.5;18;2.5;17;2.3;2;0.3;28;3.8;0;0.0;19;2.6;0;0.0;46;6.3;0;0.0;0;0.0;0;0.0;0;0.0;28;3.8;0;0.0;10;1.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902001;Almería;1306;710;54.4;596;709;PP;52.2;370;52.2;47;6.6;109;15.4;75;10.6;0;0.0;1;0.1;22;3.1;2;0.3;6;0.8;0;0.0;40;5.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;33;4.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902002;Almería;1357;746;55.0;611;741;PP;36.2;268;36.2;136;18.4;227;30.6;4;0.5;0;0.0;22;3.0;9;1.2;9;1.2;35;4.7;0;0.0;19;2.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902003;Almería;1112;592;53.2;520;590;PP;36.4;215;36.4;112;19.0;122;20.7;11;1.9;0;0.0;20;3.4;47;8.0;9;1.5;14;2.4;0;0.0;7;1.2;0;0.0;0;0.0;5;0.8;0;0.0;0;0.0;0;0.0;26;4.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902004;Almería;1095;642;58.6;453;641;PP;43.2;277;43.2;97;15.1;121;18.9;39;6.1;0;0.0;19;3.0;20;3.1;30;4.7;0;0.0;11;1.7;5;0.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;19;3.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902005;Almería;732;418;57.1;314;416;PP;38.5;160;38.5;79;19.0;99;23.8;0;0.0;0;0.0;12;2.9;29;7.0;0;0.0;26;6.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;8;1.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902006;Almería;1700;704;41.4;996;697;PP;34.7;242;34.7;81;11.6;164;23.5;66;9.5;0;0.0;30;4.3;28;4.0;23;3.3;8;1.2;0;0.0;36;5.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;13;1.9
0407902007;Almería;977;533;54.6;444;531;PP;33.2;176;33.2;77;14.5;155;29.2;28;5.3;0;0.0;28;5.3;17;3.2;1;0.2;0;0.0;13;2.4;21;4.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;11;2.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902008;Almería;1258;661;52.5;597;658;PP;36.5;240;36.5;35;5.3;164;24.9;73;11.1;0;0.0;13;2.0;17;2.6;18;2.7;12;1.8;26;4.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;48;7.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902009;Almería;1145;622;54.3;523;620;PP;51.0;316;51.0;33;5.3;114;18.4;16;2.6;25;4.0;42;6.8;17;2.7;6;1.0;7;1.1;0;0.0;20;3.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;20;3.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902010;Almería;857;460;53.7;397;458;PP;41.0;188;41.0;78;17.0;104;22.7;13;2.8;0;0.0;10;2.2;4;0.9;0;0.0;13;2.8;0;0.0;9;2.0;0;0.0;0;0.0;0;0.0;0;0.0;21;4.6;0;0.0;16;3.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902011;Almería;1290;848;65.7;442;846;PP;49.6;420;49.6;86;10.2;160;18.9;17;2.0;0;0.0;51;6.0;38;4.5;17;2.0;24;2.8;0;0.0;0;0.0;8;1.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;21;2.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902012;Almería;1604;944;58.9;660;942;PP;44.7;421;44.7;126;13.4;157;16.7;76;8.1;0;0.0;23;2.4;41;4.4;11;1.2;3;0.3;8;0.8;2;0.2;0;0.0;0;0.0;0;0.0;0;0.0;28;3.0;0;0.0;42;4.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902013;Almería;1518;824;54.3;694;824;PP;38.2;315;38.2;70;8.5;186;22.6;56;6.8;0;0.0;55;6.7;28;3.4;23;2.8;18;2.2;0;0.0;57;6.9;0;0.0;0;0.0;5;0.6;0;0.0;0;0.0;0;0.0;7;0.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902014;Almería;1381;796;57.6;585;795;PP;42.1;335;42.1;80;10.1;167;21.0;45;5.7;0;0.0;20;2.5;9;1.1;0;0.0;22;2.8;39;4.9;0;0.0;45;5.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;27;3.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902015;Almería;1073;573;53.4;500;571;PP;37.1;212;37.1;143;25.0;117;20.5;1;0.2;0;0.0;32;5.6;7;1.2;7;1.2;0;0.0;21;3.7;17;3.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;10;1.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902016;Almería;1367;700;51.2;667;699;PP;47.4;331;47.4;81;11.6;125;17.9;57;8.2;0;0.0;5;0.7;3;0.4;23;3.3;15;2.2;22;3.2;19;2.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;0.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;12;1.7
0407902017;Almería;1419;902;63.6;517;902;PP;44.6;402;44.6;224;24.8;139;15.4;34;3.8;0;0.0;20;2.2;25;2.8;12;1.3;0;0.0;15;1.7;22;2.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;6;0.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902018;Almería;1321;781;59.1;540;777;PP;40.8;317;40.8;62;8.0;247;31.8;34;4.4;3;0.4;58;7.5;21;2.7;0;0.0;0;0.0;7;0.9;22;2.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902019;Almería;1697;831;49.0;866;827;PP;38.4;318;38.4;160;19.4;213;25.8;7;0.8;0;0.0;74;9.0;20;2.4;4;0.5;0;0.0;0;0.0;24;2.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902020;Almería;1746;1011;57.9;735;1008;PP;42.2;425;42.2;164;16.3;166;16.5;44;4.4;0;0.0;13;1.3;49;4.9;7;0.7;0;0.0;53;5.3;41;4.1;0;0.0;0;0.0;0;0.0;30;3.0;0;0.0;0;0.0;10;1.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902021;Almería;1825;796;43.6;1029;793;PP;45.3;359;45.3;93;11.7;151;19.0;57;7.2;0;0.0;31;3.9;14;1.8;11;1.4;0;0.0;17;2.1;8;1.0;0;0.0;0;0.0;44;5.6;0;0.0;0;0.0;0;0.0;3;0.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902022;Almería;1271;719;56.6;552;714;PP;36.3;259;36.3;173;24.2;62;8.7;70;9.8;0;0.0;13;1.8;10;1.4;4;0.6;0;0.0;27;3.8;17;2.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;43;6.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;32;4.5
0407902023;Almería;1791;1016;56.7;775;1014;PP;35.5;360;35.5;156;15.4;226;22.3;0;0.0;0;0.0;35;3.4;19;1.9;0;0.0;6;0.6;44;4.3;23;2.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;99;9.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;37;3.6
0407902024;Almería;1488;823;55.3;665;817;PP;46.0;376;46.0;113;13.8;144;17.6;26;3.2;0;0.0;3;0.4;61;7.5;0;0.0;55;6.7;1;0.1;0;0.0;0;0.0;0;0.0;0;0.0;9;1.1;0;0.0;0;0.0;19;2.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902025;Almería;1002;532;53.1;470;530;PP;40.4;214;40.4;85;16.0;114;21.5;4;0.8;26;4.9;0;0.0;5;0.9;23;4.3;12;2.3;0;0.0;13;2.4;0;0.0;0;0.0;0;0.0;4;0.8;0;0.0;0;0.0;26;4.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902026;Almería;1447;722;49.9;725;717;PP;37.9;272;37.9;88;12.3;188;26.2;27;3.8;0;0.0;38;5.3;31;4.3;0;0.0;28;3.9;0;0.0;23;3.2;15;2.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;0.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902027;Almería;1928;999;51.8;929;997;PP;37.9;378;37.9;126;12.6;235;23.6;22;2.2;21;2.1;17;1.7;12;1.2;80;8.0;18;1.8;28;2.8;35;3.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;19;1.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902028;Almería;1388;795;57.3;593;790;PP;31.0;245;31.0;138;17.5;193;24.4;32;4.0;0;0.0;19;2.4;0;0.0;65;8.2;7;0.9;21;2.7;39;4.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;25;3.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902029;Almería;1165;625;53.6;540;623;PP;43.5;271;43.5;112;18.0;129;20.7;9;1.4;0;0.0;16;2.6;0;0.0;14;2.2;8;1.3;15;2.4;21;3.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;0.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;20;3.2
0407902030;Almería;1098;675;61.5;423;675;PP;49.2;332;49.2;43;6.4;166;24.6;63;9.3;0;0.0;29;4.3;0;0.0;8;1.2;14;2.1;11;1.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0407902031;Almería;1345;594;44.2;751;591;PP;42.0;248;42.0;29;4.9;163;27.6;59;10.0;0;0.0;30;5.1;21;3.6;11;1.9;0;0.0;4;0.7;16;2.7;0;0.0;0;0.0;0;0.0;0;0.0;10;1.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0408001001;Almería;204;125;61.3;79;125;PP;37.6;47;37.6;24;19.2;13;10.4;10;8.0;0;0.0;15;12.0;0;0.0;0;0.0;6;4.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;10;8.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0408101001;Almería;405;257;63.5;148;257;PSOE-A;44.4;68;26.5;114;44.4;32;12.4;10;3.9;0;0.0;0;0.0;0;0.0;8;3.1;5;2.0;0;0.0;2;0.8;0;0.0;0;0.0;0;0.0;0;0.0;13;5.1;0;0.0;4;1.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0408201001;Almería;250;156;62.4;94;156;PP;35.9;56;35.9;54;34.6;1;0.6;18;11.5;0;0.0;1;0.6;11;7.0;0;0.0;12;7.7;0;0.0;1;0.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;1.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0408301001;Almería;1057;762;72.1;295;747;PSOE-A;39.1;246;32.9;292;39.1;13;1.7;25;3.4;0;0.0;23;3.1;42;5.6;11;1.5;0;0.0;0;0.0;10;1.3;33;4.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;21;2.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;29;3.9
0408302001;Almería;613;419;68.4;194;416;PP;42.1;175;42.1;135;32.4;26;6.2;10;2.4;0;0.0;27;6.5;10;2.4;0;0.0;7;1.7;18;4.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;7;1.7
0408401001;Almería;304;170;55.9;134;170;PSOE-A;37.6;59;34.7;64;37.6;8;4.7;4;2.4;0;0.0;0;0.0;10;5.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;22;12.9;0;0.0;0;0.0;2;1.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0408501001;Almería;395;291;73.7;104;288;PP;41.0;118;41.0;93;32.3;21;7.3;19;6.6;0;0.0;0;0.0;0;0.0;5;1.7;0;0.0;14;4.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;17;5.9
0408601001;Almería;1667;916;54.9;751;911;PP;51.0;465;51.0;132;14.5;126;13.8;41;4.5;0;0.0;24;2.6;15;1.6;22;2.4;16;1.8;18;2.0;11;1.2;0;0.0;0;0.0;18;2.0;0;0.0;0;0.0;0;0.0;16;1.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0408701001;Almería;166;113;68.1;53;113;PP;27.4;31;27.4;27;23.9;27;23.9;0;0.0;0;0.0;0;0.0;6;5.3;0;0.0;0;0.0;6;5.3;2;1.8;0;0.0;0;0.0;0;0.0;5;4.4;0;0.0;0;0.0;7;6.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0408801001;Almería;1423;815;57.3;608;801;PP;38.8;311;38.8;259;32.3;111;13.9;4;0.5;0;0.0;11;1.4;0;0.0;36;4.5;4;0.5;39;4.9;13;1.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;5;0.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
0408802001;Almería;1233;619;50.2;614;616;PSOE-A;39.6;136;22.1;244;39.6;139;22.6;14;2.3;0;0.0;6;1.0;0;0.0;51;8.3;11;1.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;10;1.6;0;0.0;1;0.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0
